table name,result label,true label
Book_1carpetcleaning.co.uk_September2020_CPA.csv,Hotel,Book
Book_7sat.co.uk_September2020_CPA.csv,Hotel,Book
Book_auth-e83.co.uk_September2020_CPA.csv,Hotel,Book
Book_avalontravelbooks.com_September2020_CPA.csv,Hotel,Book
Book_babellibros.com_September2020_CPA.csv,Hotel,Book
LocalBusiness_bilsyn.info_September2020_CPA.csv,Hotel,LocalBusiness
Movie_4688v6r.cn_September2020_CPA.csv,Hotel,Movie
Event_annmontgomery.com.au_September2020_CPA.csv,Book,Event
Hotel_accommodationairliebeach.com_September2020_CPA.csv,Book,Hotel
Hotel_anyplace.com_September2020_CPA.csv,Book,Hotel
Hotel_apartmentsalantha.com_September2020_CPA.csv,Book,Hotel
LocalBusiness_biharad.com_September2020_CPA.csv,Book,LocalBusiness
Movie_anzflix.site_September2020_CPA.csv,Book,Movie
Movie_cinecitta.de_September2020_CPA.csv,Book,Movie
Movie_cinemoviestudio.com_September2020_CPA.csv,Book,Movie
Movie_criterion.com_September2020_CPA.csv,Book,Movie
MusicAlbum_7s7.org_September2020_CPA.csv,Book,MusicAlbum
MusicAlbum_deathbedtapes.com_September2020_CPA.csv,Book,MusicAlbum
MusicAlbum_djslimk.com_September2020_CPA.csv,Book,MusicAlbum
MusicAlbum_hollowaytapes.com_September2020_CPA.csv,Book,MusicAlbum
Person_erocam.biz_September2020_CPA.csv,Book,Person
Person_fapchatz.com_September2020_CPA.csv,Book,Person
Recipe_anotherfoodblogger.com_September2020_CPA.csv,Book,Recipe
Recipe_atastefortravel.ca_September2020_CPA.csv,Book,Recipe
Recipe_avengersinfinitywarfullmovie.de_September2020_CPA.csv,Book,Recipe
Recipe_awickedwhisk.com_September2020_CPA.csv,Book,Recipe
Recipe_babysavers.com_September2020_CPA.csv,Book,Recipe
Recipe_bakeitketo.com_September2020_CPA.csv,Book,Recipe
TVEpisode_pakistandramas.com_September2020_CPA.csv,Book,TVEpisode
TVEpisode_showtv.com.tr_September2020_CPA.csv,Book,TVEpisode
TVEpisode_swatchseries.to_September2020_CPA.csv,Book,TVEpisode
TVEpisode_turktv.ru_September2020_CPA.csv,Book,TVEpisode
TVEpisode_umc.tv_September2020_CPA.csv,Book,TVEpisode
MusicAlbum_club.be_September2020_CPA.csv,Book,MusicAlbum
MusicAlbum_kidzbites.com_September2020_CPA.csv,Book,MusicAlbum
Book_aionianbible.org_September2020_CPA.csv,Person,Book
Book_isach.info_September2020_CPA.csv,Person,Book
Event_313cafe.com_September2020_CPA.csv,Person,Event
Event_887theriver.ca_September2020_CPA.csv,Person,Event
Event_aaronjonahlewis.com_September2020_CPA.csv,Person,Event
Event_abconcerts.be_September2020_CPA.csv,Person,Event
Event_aboriginalbuzz.com_September2020_CPA.csv,Person,Event
Event_abundancenc.org_September2020_CPA.csv,Person,Event
Event_accessallareas.org_September2020_CPA.csv,Person,Event
Event_acchamber.com_September2020_CPA.csv,Person,Event
Event_acspower.com_September2020_CPA.csv,Person,Event
Event_activetrainingnetwork.com_September2020_CPA.csv,Person,Event
Event_adconserve.org_September2020_CPA.csv,Person,Event
Event_adelpartners.org_September2020_CPA.csv,Person,Event
Event_adelsheim.de_September2020_CPA.csv,Person,Event
Event_adjstyle.com_September2020_CPA.csv,Person,Event
Event_admraceway.ru_September2020_CPA.csv,Person,Event
Event_ammp.studio_September2020_CPA.csv,Person,Event
Event_anacortes.org_September2020_CPA.csv,Person,Event
Event_aneventapart.com_September2020_CPA.csv,Person,Event
Event_anth.org.uk_September2020_CPA.csv,Person,Event
Event_aquilaboats.com_September2020_CPA.csv,Person,Event
Hotel_andermatt.ch_September2020_CPA.csv,Person,Hotel
LocalBusiness_billingschamber.com_September2020_CPA.csv,Person,LocalBusiness
LocalBusiness_biznearu.com.au_September2020_CPA.csv,Person,LocalBusiness
Movie_aetv.com_September2020_CPA.csv,Person,Movie
Movie_anison.fm_September2020_CPA.csv,Person,Movie
Movie_awardwinningadultmovies.com_September2020_CPA.csv,Person,Movie
Movie_awwrated.com_September2020_CPA.csv,Person,Movie
Movie_barnesandnoble.com_September2020_CPA.csv,Person,Movie
Movie_blackcinema.xyz_September2020_CPA.csv,Person,Movie
Movie_bollyviews.com_September2020_CPA.csv,Person,Movie
Movie_cimaclubs.net_September2020_CPA.csv,Person,Movie
Movie_cinemasmack.com_September2020_CPA.csv,Person,Movie
Movie_cinerotic.net_September2020_CPA.csv,Person,Movie
Movie_dailymotionmovievids.com_September2020_CPA.csv,Person,Movie
Movie_disney.com_September2020_CPA.csv,Person,Movie
MusicAlbum_alldbx.ru_September2020_CPA.csv,Person,MusicAlbum
MusicAlbum_amdb.co_September2020_CPA.csv,Person,MusicAlbum
MusicAlbum_anjunabeats.com_September2020_CPA.csv,Person,MusicAlbum
MusicAlbum_aventrix.com_September2020_CPA.csv,Person,MusicAlbum
MusicAlbum_avishaicohen.com_September2020_CPA.csv,Person,MusicAlbum
MusicAlbum_bleep.com_September2020_CPA.csv,Person,MusicAlbum
MusicAlbum_celebri.com_September2020_CPA.csv,Person,MusicAlbum
MusicAlbum_harmoniamundi.com_September2020_CPA.csv,Person,MusicAlbum
MusicAlbum_herokuapp.com_September2020_CPA.csv,Person,MusicAlbum
MusicAlbum_josephschwantner.com_September2020_CPA.csv,Person,MusicAlbum
Place_afikomag.com_September2020_CPA.csv,Person,Place
Place_asiaodyssey.com_September2020_CPA.csv,Person,Place
Place_berkeley.edu_September2020_CPA.csv,Person,Place
Place_betterautorubber.com.au_September2020_CPA.csv,Person,Place
Recipe_artistinresidencehome.com_September2020_CPA.csv,Person,Recipe
Recipe_audreyslittlefarm.com_September2020_CPA.csv,Person,Recipe
Recipe_auracacia.com_September2020_CPA.csv,Person,Recipe
Recipe_avocadosfrommexico.com_September2020_CPA.csv,Person,Recipe
Recipe_awesomewithsprinkles.com_September2020_CPA.csv,Person,Recipe
Recipe_babyledweaningcookbook.com_September2020_CPA.csv,Person,Recipe
Recipe_bakingdom.com_September2020_CPA.csv,Person,Recipe
Recipe_ballarddesigns.com_September2020_CPA.csv,Person,Recipe
TVEpisode_primewire.st_September2020_CPA.csv,Person,TVEpisode
TVEpisode_putlockers1.cc_September2020_CPA.csv,Person,TVEpisode
TVEpisode_randydorn2008.com_September2020_CPA.csv,Person,TVEpisode
TVEpisode_slaughterhousecam.com_September2020_CPA.csv,Person,TVEpisode
TVEpisode_solarmovies4u.com_September2020_CPA.csv,Person,TVEpisode
TVEpisode_stelizabethaiea.org_September2020_CPA.csv,Person,TVEpisode
TVEpisode_thevoiddeck.org_September2020_CPA.csv,Person,TVEpisode
TVEpisode_watchfreenet.org_September2020_CPA.csv,Person,TVEpisode
TVEpisode_watchseries.fyi_September2020_CPA.csv,Person,TVEpisode
TVEpisode_zebrahead.org_September2020_CPA.csv,Person,TVEpisode
TVEpisode_zoids-col.net_September2020_CPA.csv,Person,TVEpisode
Book_allncertsolutions.com_September2020_CPA.csv,Movie,Book
Hotel_airantares.ro_September2020_CPA.csv,Movie,Hotel
Hotel_beaune-borgonha.com_September2020_CPA.csv,Movie,Hotel
Event_actsonline.net_September2020_CPA.csv,Book,Event
MusicAlbum_jakeauerbachfilms.com_September2020_CPA.csv,Book,MusicAlbum
Book_balibrary.org_September2020_CPA.csv,LocalBusiness,Book
Book_belmont.wa.gov.au_September2020_CPA.csv,LocalBusiness,Book
Event_25tickets.com_September2020_CPA.csv,LocalBusiness,Event
Event_adaptmovement.org_September2020_CPA.csv,LocalBusiness,Event
Event_apqs.com_September2020_CPA.csv,LocalBusiness,Event
Hotel_airasiago.com.my_September2020_CPA.csv,LocalBusiness,Hotel
Hotel_aquaaston.com_September2020_CPA.csv,LocalBusiness,Hotel
Hotel_arenahotels.com_September2020_CPA.csv,LocalBusiness,Hotel
Recipe_artofnaturalliving.com_September2020_CPA.csv,LocalBusiness,Recipe
Recipe_australianeggs.org.au_September2020_CPA.csv,LocalBusiness,Recipe
Recipe_azuniatequila.com_September2020_CPA.csv,LocalBusiness,Recipe
Movie_arrekade.com.br_September2020_CPA.csv,Hotel,Movie
Movie_aventrix.com_September2020_CPA.csv,Hotel,Movie
Movie_corona21.online_September2020_CPA.csv,Hotel,Movie
Movie_criticker.com_September2020_CPA.csv,Hotel,Movie
Person_fcs.k12.in.us_September2020_CPA.csv,Hotel,Person
Place_angelfireresort.com_September2020_CPA.csv,Hotel,Place
Place_aucklandlive.co.nz_September2020_CPA.csv,Hotel,Place
Place_audubonparkgardens.com_September2020_CPA.csv,Hotel,Place
Hotel_alilahotels.com_September2020_CPA.csv,Place,Hotel
Hotel_bamabeachhouses.com_September2020_CPA.csv,Place,Hotel
LocalBusiness_bicyclecapetown.org_September2020_CPA.csv,Place,LocalBusiness
LocalBusiness_bingj.com_September2020_CPA.csv,Place,LocalBusiness
LocalBusiness_blogto.com_September2020_CPA.csv,Hotel,LocalBusiness
MusicAlbum_lapanchitarecords.com_September2020_CPA.csv,Hotel,MusicAlbum
Recipe_aziendanevola.it_September2020_CPA.csv,Hotel,Recipe
TVEpisode_projectfreetv.press_September2020_CPA.csv,Hotel,TVEpisode
