table name,result label,true label
10151359_0_8168779773862259178.csv,Monarch,Book
11833461_1_3811022039809817402.csv,Monarch,VideoGame
12151277_0_1262954734066545952.csv,Monarch,Hospital
13357355_0_5384862281417742530.csv,Monarch,FictionalCharacter
13719111_1_5719401842463579519.csv,Monarch,Bird
1438042986423_95_20150728002306-00125-ip-10-236-191-2_88435628_5.csv,Monarch,Political Party
1614988_0_8789868670151796042.csv,Monarch,Scientist
18422942_0_3659164506677528063.csv,Monarch,Work
2066887_0_746204117268168398.csv,Monarch,Saint
21245481_0_8730460088443117515.csv,Monarch,Lake
21333456_2_1886495893795687264.csv,Monarch,Scientist
21337553_0_8832378999628437599.csv,Monarch,Mountain
22864497_0_8632623712684511496.csv,Monarch,VideoGame
22987653_0_7774852112768859306.csv,Monarch,Scientist
27466715_0_3913547177671701530.csv,Monarch,VideoGame
28154036_0_909001972154294543.csv,Monarch,PoliticalParty
28423212_0_2742990779532526553.csv,Monarch,Company
28494901_6_7026744149694237309.csv,Monarch,Scientist
28646774_0_3256889721737611537.csv,Monarch,PoliticalParty
29412826_0_3422707769191426540.csv,Monarch,Museum
30645756_0_2413317245475669227.csv,Monarch,PoliticalParty
32812626_0_5428724146873158593.csv,Monarch,Hospital
33242247_1_7232384061498591611.csv,Monarch,Election
33401079_0_9127583903019856402.csv,Monarch,Person
34899692_0_6530393048033763438.csv,Monarch,Country
36102169_0_7739454799295072814.csv,Monarch,VideoGame
37541068_1_1156932518917623732.csv,Monarch,BaseballPlayer
37856682_0_6818907050314633217.csv,Monarch,AdministrativeRegion
38390205_1_8150763005563658139.csv,Monarch,Hospital
43226272_0_5995103035300388365.csv,Monarch,Hospital
46671561_0_6122315295162029872.csv,Monarch,VideoGame
47709681_0_4437772923903322343.csv,Monarch,VideoGame
48456557_0_3760853481322708783.csv,Monarch,Animal
48805028_0_8933391169600128370.csv,Monarch,Bird
53989675_0_8697482470743954630.csv,Monarch,Lake
54112392_0_160015365721559357.csv,Monarch,Lake
5972322_0_3150366936082777235.csv,Monarch,Election
60319454_0_3938426910282115527.csv,Monarch,Animal
63450419_0_8012592961815711786.csv,Monarch,Plant
68442591_0_8506821153001360777.csv,Monarch,Hospital
71137051_0_8039724067857124984.csv,Monarch,Bird
72017594_0_7055198579167316152.csv,Monarch,Museum
73988811_0_2775758476756716904.csv,Monarch,Film
75154185_0_1607627349983289012.csv,Monarch,City
76836443_2_249332777049648171.csv,Monarch,Scientist
78005071_0_8643954006825971723.csv,Monarch,PoliticalParty
8468806_0_4382447409703007384.csv,Monarch,Lake
88523363_0_8180214313099580515.csv,Monarch,Plant
90196673_0_5458330029110291950.csv,Monarch,Animal
90325533_0_6668263142989366843.csv,Monarch,Hospital
90723763_0_874013697986950454.csv,Monarch,Company
92896255_0_4593968708343548527.csv,Monarch,Plant
9475172_1_1023126399856690702.csv,Monarch,TelevisionShow
98458255_0_5873264818593370400.csv,Monarch,AcademicJournal
3887681_0_7938589465814037992.csv,Building,Lake
4501311_8_8306082458935575308.csv,Company,VideoGame
73242003_5_4847571983313033360.csv,Company,VideoGame
54773498_0_4341462266113591159.csv,Mountain,Building
61626303_0_266372209664087642.csv,Mountain,RadioStation
70515524_0_5425995199745290007.csv,Mountain,Monarch
98312357_0_6395417306876145729.csv,Mountain,Monarch
11688006_0_8123036130090004213.csv,Currency,Country
15700884_0_8204220284166767221.csv,Country,Company
28086084_0_3127660530989916727.csv,Country,Saint
41480166_0_6681239260286218499.csv,Country,Saint
52572391_0_8684896999787304275.csv,Country,Company
63389809_0_8179819543692215824.csv,Country,Company
12193237_0_8699643798888088574.csv,PoliticalParty,Country
40844462_1_6230938203735169234.csv,PoliticalParty,Film
43237185_1_3636357855502246981.csv,PoliticalParty,Scientist
4730513_0_8573199053866072336.csv,PoliticalParty,Scientist
79327346_0_5787863739697336601.csv,PoliticalParty,Country
1438042989043_35_20150728002309-00287-ip-10-236-191-2_875026214_2.csv,Lake,mountain
1438042986423_95_20150728002306-00329-ip-10-236-191-2_805336391_10.csv,Airline,swimmer
40534006_0_4617468856744635526.csv,Airline,Wrestler
54719588_0_8417197176086756912.csv,Airline,Film
69381058_0_984708047398578866.csv,Airline,Mountain
1438042989018_40_20150728002309-00067-ip-10-236-191-2_57714692_2.csv,Mountain,cricketer
25933880_0_4058554985574416690.csv,Mountain,Wrestler
28079336_2_2139598421036200532.csv,Mountain,Company
3962429_0_3452614694863053249.csv,Mountain,Hotel
48944826_0_2321751364268052533.csv,Mountain,VideoGame
88732174_0_7321365014357502211.csv,Film,BaseballPlayer
19272019_0_1508498249156534553.csv,Animal,University
33167985_0_5220049369716352813.csv,Animal,Mammal
45533669_1_7463037039059239824.csv,Animal,RadioStation
9834884_0_3871985887467090123.csv,City,Museum
21801207_0_8144839668470123042.csv,Bird,VideoGame
29857217_0_961038783966485949.csv,Country,Newspaper
43469354_0_6029017163991310319.csv,Country,City
64734047_0_5880705307495695536.csv,Country,Hospital
78650283_0_5937576517849452289.csv,Country,Currency
84575189_0_6365692015941409487.csv,VideoGame,AcademicJournal
86627271_6_2239821927452848323.csv,VideoGame,Lake
29414811_13_8724394428539174350.csv,BaseballPlayer,VideoGame
45593932_0_6869375743660252130.csv,BaseballPlayer,Scientist
69881946_0_1105130426898457358.csv,BaseballPlayer,Film
69537082_0_7789694313271016902.csv,Film,Country
45073662_0_3179937335063201739.csv,Company,BaseballPlayer
