table name,result label,true label
10151359_0_8168779773862259178.csv,Film,Book
11833461_1_3811022039809817402.csv,Film,VideoGame
21801207_0_8144839668470123042.csv,Film,VideoGame
22864497_0_8632623712684511496.csv,Film,VideoGame
36102169_0_7739454799295072814.csv,Film,VideoGame
4501311_8_8306082458935575308.csv,Film,VideoGame
47709681_0_4437772923903322343.csv,Film,VideoGame
73242003_5_4847571983313033360.csv,Film,VideoGame
75367212_2_2745466355267233390.csv,Film,VideoGame
79966524_0_1484492112455633784.csv,Film,Animal
9475172_1_1023126399856690702.csv,Film,TelevisionShow
10630177_0_4831842476649004753.csv,Scientist,Building
1146722_1_7558140036342906956.csv,Scientist,Mountain
11599512_1_280388135214354946.csv,Scientist,Country
12125836_0_1134348206297032434.csv,Scientist,RadioStation
13357355_0_5384862281417742530.csv,Scientist,FictionalCharacter
13395751_3_369722706637560735.csv,Scientist,Lake
13719111_1_5719401842463579519.csv,Scientist,Bird
14067031_0_559833072073397908.csv,Scientist,Country
1438042986423_95_20150728002306-00125-ip-10-236-191-2_88435628_5.csv,Scientist,Political Party
1438042989018_40_20150728002309-00067-ip-10-236-191-2_57714692_2.csv,Scientist,cricketer
19272019_0_1508498249156534553.csv,Scientist,University
2066887_0_746204117268168398.csv,Scientist,Saint
21245481_0_8730460088443117515.csv,Scientist,Lake
21337553_0_8832378999628437599.csv,Scientist,Mountain
24417511_0_3058323105166963431.csv,Scientist,BaseballPlayer
25933880_0_4058554985574416690.csv,Scientist,Wrestler
26270372_1_3774607938887520564.csv,Scientist,Monarch
26310680_0_5150772059999313798.csv,Scientist,Currency
27466715_0_3913547177671701530.csv,Scientist,VideoGame
28154036_0_909001972154294543.csv,Scientist,PoliticalParty
29412826_0_3422707769191426540.csv,Scientist,Museum
29857217_0_961038783966485949.csv,Scientist,Newspaper
33242247_1_7232384061498591611.csv,Scientist,Election
33401079_0_9127583903019856402.csv,Scientist,Person
37856682_0_6818907050314633217.csv,Scientist,AdministrativeRegion
38390205_1_8150763005563658139.csv,Scientist,Hospital
3962429_0_3452614694863053249.csv,Scientist,Hotel
39650055_5_7135804139753401681.csv,Scientist,Company
40534006_0_4617468856744635526.csv,Scientist,Wrestler
40844462_1_6230938203735169234.csv,Scientist,Film
41839679_0_3009344178474568371.csv,Scientist,Monarch
43226272_0_5995103035300388365.csv,Scientist,Hospital
44206774_0_3810538885942465703.csv,Scientist,GolfPlayer
48805028_0_8933391169600128370.csv,Scientist,Bird
51130304_0_3035822254995425429.csv,Scientist,Monarch
51741865_0_9203644246202164492.csv,Scientist,RadioStation
52299421_0_4473286348258170200.csv,Scientist,Country
53822652_0_5767892317858575530.csv,Scientist,Film
53989675_0_8697482470743954630.csv,Scientist,Lake
5972322_0_3150366936082777235.csv,Scientist,Election
60319454_0_3938426910282115527.csv,Scientist,Animal
63450419_0_8012592961815711786.csv,Scientist,Plant
64207896_0_3206705146602325658.csv,Scientist,Monarch
64734047_0_5880705307495695536.csv,Scientist,Hospital
66009064_0_9148652238372261251.csv,Scientist,BaseballPlayer
6869358_0_1379459120563510331.csv,Scientist,Novel
69381058_0_984708047398578866.csv,Scientist,Mountain
72017594_0_7055198579167316152.csv,Scientist,Museum
76275868_0_4528346580716713695.csv,Scientist,Country
80184932_0_4240003884724905487.csv,Scientist,Company
84575189_0_6365692015941409487.csv,Scientist,AcademicJournal
86627271_6_2239821927452848323.csv,Scientist,Lake
88353875_0_4876234304797064286.csv,Scientist,Mountain
